college_tier,cgpa,internships,github_projects,backlogs,hackathons,certifications,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa,college_tier_encoded,job_role_encoded,salary_log
Tier 3,8.51,1,7,1,0,3,2,3,1,68.8,Data Scientist,22.91,1,2,3.1742967814702334
Tier 3,8.42,0,2,0,3,1,1,2,1,61.6,Data Scientist,15.53,1,2,2.805176911832933
Tier 2,8.83,2,3,0,0,4,0,1,0,52.2,Data Scientist,10.53,2,2,2.4449523342809676
Tier 3,6.94,0,0,0,1,1,2,0,1,53.1,ML Engineer,9.75,1,5,2.3749057545736716
Tier 2,7.7,5,2,0,1,2,0,2,1,54.5,Web Developer,10.89,2,7,2.4756977107026903
Tier 2,6.11,0,1,2,2,3,1,2,2,41.3,Software Engineer,10.2,2,6,2.4159137783010487
Tier 1,6.53,1,4,3,2,4,2,3,0,50.0,Data Scientist,10.18,3,2,2.414126467726953
Tier 3,5.7,1,0,0,2,1,1,1,2,40.5,Web Developer,5.89,1,7,1.9300710850255671
Tier 2,7.52,0,2,2,1,2,0,0,4,35.9,Web Developer,5.94,2,7,1.937301774518713
Tier 2,10.0,0,4,2,1,2,0,1,1,61.8,Web Developer,10.04,2,7,2.401525040848949
Tier 1,6.43,2,2,1,2,3,0,2,1,36.3,Web Developer,8.12,3,7,2.21046980408624
Tier 2,8.3,1,3,1,2,2,1,0,0,61.6,Data Scientist,18.76,2,2,2.983659692319722
Tier 3,7.02,1,1,2,0,4,1,0,2,50.8,Data Analyst,10.72,1,1,2.4612967841488667
Tier 3,6.32,1,0,1,2,0,0,1,1,49.1,Web Developer,6.27,1,7,1.9837562915454279
Tier 1,7.07,1,3,0,0,0,1,3,1,59.4,Software Engineer,15.34,3,6,2.7936160894318567
Tier 2,7.11,1,1,2,2,4,0,2,1,57.4,Web Developer,10.41,2,7,2.4344901638739844
Tier 2,5.56,1,1,0,0,1,0,0,1,41.9,Web Developer,4.91,2,7,1.776645831418007
Tier 1,8.49,0,1,0,0,1,3,1,2,68.5,ML Engineer,23.51,3,5,3.1990811975400213
Tier 1,5.69,1,1,2,1,3,1,1,1,47.6,Junior Developer,6.23,3,4,1.9782390361706734
Tier 3,7.42,2,4,0,0,0,0,0,1,47.7,Data Analyst,6.04,1,1,1.951608170169951
Tier 2,8.58,2,2,1,2,2,0,1,0,63.1,Software Engineer,10.91,2,6,2.477378383367209
Tier 2,7.14,1,2,1,1,0,1,2,1,57.6,Data Scientist,16.37,2,2,2.854744580253014
Tier 2,7.17,1,1,1,3,2,1,1,1,53.8,Data Scientist,16.23,2,2,2.8466520505398383
Tier 3,8.39,1,1,0,1,1,2,4,0,68.4,ML Engineer,19.81,1,5,3.035433640405543
Tier 3,8.89,0,3,1,1,2,1,2,3,72.5,Software Engineer,19.14,1,6,3.0027078872904163
Tier 2,9.41,0,1,3,1,2,0,2,0,58.5,Software Engineer,10.57,2,6,2.448415541205585
Tier 3,4.1,1,4,2,0,5,0,0,1,28.5,Junior Developer,3.18,1,4,1.430311246536665
Tier 2,9.39,0,1,1,1,0,1,2,0,70.8,Data Scientist,22.67,2,2,3.1642084235258925
Tier 3,5.77,2,3,0,2,5,0,2,1,40.7,Web Developer,4.29,1,7,1.665818245870208
Tier 3,4.45,1,1,0,0,1,1,2,0,28.0,Junior Developer,4.15,1,4,1.6389967146756448
Tier 3,6.11,1,2,1,0,2,1,1,1,39.6,Web Developer,9.38,1,7,2.3398808777377424
Tier 3,5.54,0,1,1,2,2,0,0,1,32.6,Web Developer,5.06,1,7,1.801709800081223
Tier 3,5.58,0,4,1,0,2,1,0,0,45.7,Web Developer,6.06,1,7,1.9544450515051506
Tier 1,6.48,2,3,1,1,1,1,2,2,46.7,Software Engineer,9.92,3,6,2.390595970316759
Tier 3,9.23,0,3,0,1,0,1,0,2,67.8,Data Analyst,13.53,1,1,2.6762154775821916
Tier 2,5.51,0,3,1,1,2,0,0,1,46.9,Web Developer,4.5,2,7,1.7047480922384253
Tier 1,4.0,1,0,2,2,3,1,1,1,35.8,Junior Developer,4.63,3,4,1.728109442151599
Tier 3,5.91,2,3,0,0,4,1,0,3,51.5,Web Developer,5.95,1,7,1.9387416595767009
Tier 2,6.87,4,1,0,2,1,1,1,2,52.1,Web Developer,10.31,2,7,2.425687290128029
Tier 2,8.07,0,1,0,3,0,1,0,2,59.9,Software Engineer,17.28,2,6,2.905807566026004
Tier 2,8.41,1,3,0,1,1,1,2,2,62.8,Data Scientist,23.31,2,2,3.1908877883280318
Tier 1,7.57,0,2,0,1,3,0,1,0,56.7,Software Engineer,10.5,3,6,2.4423470353692043
Tier 2,5.68,1,2,0,1,1,0,0,1,45.5,Web Developer,4.19,2,7,1.6467336971777973
Tier 3,6.19,1,4,2,5,1,0,1,3,31.7,Data Analyst,8.19,1,1,2.2181159363675955
Tier 2,6.18,3,2,1,1,2,1,0,1,57.2,Software Engineer,10.39,2,6,2.432735777459091
Tier 2,6.85,0,1,1,1,1,2,1,1,48.2,ML Engineer,9.95,2,5,2.3933394562625097
Tier 2,7.6,2,1,1,3,0,0,1,1,54.7,Data Analyst,10.5,2,1,2.4423470353692043
Tier 2,8.05,0,2,0,1,4,0,2,2,58.8,Data Analyst,10.28,2,1,2.423031246069913
Tier 2,6.39,0,0,0,2,0,1,0,1,51.0,Software Engineer,10.07,2,6,2.4042387467205457
Tier 2,6.38,1,1,1,2,1,1,2,2,56.1,Backend Developer,9.94,2,0,2.392425796993835
Tier 3,6.73,0,3,1,3,3,0,2,1,48.4,Web Developer,7.87,1,7,2.1826747963214883
Tier 2,7.78,0,0,1,4,5,0,1,1,48.7,Web Developer,9.86,2,7,2.3850863145057892
Tier 2,6.19,1,2,0,2,2,1,0,1,38.5,Data Analyst,9.98,2,1,2.3960754360813845
Tier 2,7.92,2,2,1,0,0,1,2,2,56.1,Web Developer,15.43,2,7,2.799108932049177
Tier 2,7.79,0,1,1,0,4,0,1,1,61.7,DevOps Engineer,10.86,2,3,2.4731713935695794
Tier 1,5.91,1,1,1,2,1,2,1,1,42.0,Web Developer,5.68,3,7,1.8991179875485542
Tier 1,7.51,0,1,0,3,2,0,3,0,51.5,Software Engineer,10.33,3,6,2.427454075039915
Tier 3,5.64,0,2,1,1,3,0,2,2,39.3,Web Developer,5.32,1,7,1.843719208158766
Tier 3,4.92,0,0,1,3,3,1,3,0,44.0,Junior Developer,5.34,1,4,1.8468787684491346
Tier 3,9.41,1,1,1,1,2,0,1,1,66.7,Web Developer,10.4,1,7,2.4336133554004498
Tier 1,7.14,1,6,0,4,1,1,2,1,55.7,Data Scientist,15.59,3,2,2.808800104202353
Tier 3,7.93,2,0,1,1,1,0,1,0,48.8,Data Scientist,7.92,1,2,2.188295946591918
Tier 3,6.67,0,2,0,0,3,0,0,2,50.2,Data Analyst,6.65,1,1,2.0347056478384444
Tier 1,7.13,2,5,0,1,3,0,0,1,49.4,DevOps Engineer,6.61,3,3,2.0294631718735947
Tier 2,6.56,2,1,1,3,1,1,0,3,46.0,Web Developer,9.82,2,7,2.3813962734183356
Tier 2,5.93,1,0,3,0,4,1,1,2,52.4,Web Developer,5.97,2,7,1.9416152247724325
Tier 3,6.24,3,3,1,2,1,1,0,2,52.0,Web Developer,9.57,1,7,2.3580197998821464
Tier 2,7.49,1,4,1,0,1,2,2,1,63.2,Data Scientist,15.92,2,2,2.8284963541780774
Tier 2,7.01,3,3,0,0,1,1,2,2,48.5,Software Engineer,15.92,2,6,2.8284963541780774
Tier 2,6.62,1,5,0,1,1,1,1,1,47.7,Software Engineer,9.71,2,6,2.3711778844596574
Tier 2,7.59,0,4,0,1,1,1,0,1,54.1,Data Analyst,12.51,2,1,2.6034301519721073
Tier 3,5.5,1,2,0,1,2,0,1,1,36.4,Web Developer,4.97,1,7,1.7867469274045107
Tier 2,5.79,2,1,1,2,2,0,0,1,42.9,Web Developer,4.63,2,7,1.728109442151599
Tier 2,6.85,0,3,2,0,1,0,1,1,52.6,Data Analyst,8.24,2,1,2.2235418856535927
Tier 3,6.99,1,2,1,4,4,2,0,0,52.3,ML Engineer,9.97,1,5,2.395164274287139
Tier 3,7.18,2,1,0,2,2,0,3,1,54.0,Software Engineer,10.98,1,6,2.4832385926873033
Tier 2,6.65,1,1,2,1,0,0,1,1,44.5,Software Engineer,7.38,2,6,2.1258479144939915
Tier 1,6.99,2,2,1,3,6,0,1,0,41.9,Software Engineer,7.43,3,6,2.131796772013764
Tier 3,5.52,1,0,0,2,2,0,2,1,42.7,Web Developer,4.76,1,7,1.7509374747078
Tier 3,5.93,0,5,1,2,2,0,2,2,28.0,Web Developer,4.59,1,7,1.7209792871670078
Tier 3,6.31,1,1,0,2,1,0,0,1,42.4,Software Engineer,6.02,1,6,1.9487632180377197
Tier 1,8.19,3,3,0,5,2,1,0,0,64.4,Data Scientist,24.39,3,2,3.234355395716587
Tier 3,6.18,1,1,1,3,2,0,2,0,47.5,Backend Developer,7.07,1,0,2.0881534822818573
Tier 1,8.59,0,1,1,1,2,2,1,2,70.0,ML Engineer,23.85,3,5,3.2128577525426376
Tier 2,6.78,1,2,1,0,2,0,1,2,44.3,Web Developer,7.9,2,7,2.186051276738094
Tier 3,9.36,1,3,1,0,0,1,2,1,61.1,Data Scientist,18.57,1,2,2.9739977814079848
Tier 3,7.74,1,2,1,1,1,0,0,1,62.7,Web Developer,6.75,1,7,2.0476928433652555
Tier 3,6.78,1,3,0,1,1,0,0,1,46.0,Web Developer,6.76,1,7,2.048982334195127
Tier 3,5.4,2,1,3,1,1,0,0,3,37.2,Junior Developer,3.57,1,4,1.5195132049061133
Tier 1,4.94,0,1,0,3,1,1,1,2,37.0,Junior Developer,4.41,3,4,1.6882490928583902
Tier 2,4.9,0,1,0,1,2,0,2,1,33.6,Junior Developer,3.83,2,4,1.5748464676644813
Tier 2,8.28,0,2,0,1,2,0,1,0,62.9,DevOps Engineer,10.4,2,3,2.4336133554004498
Tier 1,7.33,2,3,1,2,1,3,1,1,61.2,ML Engineer,16.43,3,5,2.8581928595319295
Tier 2,8.01,0,1,0,4,2,0,1,2,59.7,Backend Developer,10.55,2,0,2.446685436967803
Tier 2,4.05,1,1,0,2,0,0,1,2,30.0,Junior Developer,3.66,2,4,1.5390154481375546
Tier 2,7.41,0,0,1,2,2,1,2,0,58.0,Software Engineer,15.95,2,6,2.830267833826459
Tier 2,8.33,1,3,0,2,1,1,0,2,59.0,Data Analyst,13.09,2,1,2.645465325910589
Tier 3,7.72,2,3,0,3,0,2,2,1,59.1,Data Scientist,15.75,1,2,2.8183982582710754
Tier 3,8.38,3,4,0,3,0,0,1,0,60.6,Software Engineer,10.11,1,6,2.4078456036515385
Tier 3,6.93,0,2,4,1,3,0,1,3,47.4,Data Analyst,6.14,1,1,1.965712776351493
Tier 1,5.02,0,1,1,1,0,1,1,1,38.7,Junior Developer,4.1,3,4,1.62924053973028
Tier 2,7.45,2,1,2,1,2,1,2,0,43.8,Software Engineer,16.05,2,6,2.8361502037295256
Tier 3,7.28,0,1,1,2,3,1,0,1,50.2,Data Scientist,10.14,1,2,2.410542234499138
Tier 1,6.09,3,3,2,0,2,2,3,0,58.2,Software Engineer,10.09,3,6,2.4060438013622756
Tier 2,6.29,0,1,1,1,1,0,0,1,48.2,Data Analyst,6.34,2,1,1.9933388426264242
Tier 2,4.46,0,3,0,3,0,0,0,3,32.4,Junior Developer,3.75,2,4,1.55814461804655
Tier 3,6.27,0,3,0,2,1,0,2,1,48.5,Software Engineer,7.2,1,6,2.1041341542702074
Tier 2,7.07,1,2,1,1,0,1,3,1,58.9,Data Analyst,13.24,2,1,2.65605490598383
Tier 3,6.65,2,2,0,1,1,0,0,2,49.9,Web Developer,6.64,1,7,2.033397603178429
Tier 3,6.84,2,5,0,4,4,1,3,1,48.7,Software Engineer,9.87,1,6,2.386006701133118
Tier 3,7.13,2,2,0,1,1,1,1,2,54.8,DevOps Engineer,13.96,1,3,2.7053799725463312
Tier 3,7.77,1,0,1,2,2,1,0,2,57.8,Data Scientist,11.52,1,2,2.5273273656719524
Tier 2,7.45,1,2,2,1,4,2,1,0,62.6,Data Scientist,16.2,2,2,2.8449093838194073
Tier 3,5.29,2,3,0,1,4,0,1,0,37.2,Junior Developer,3.77,1,4,1.5623463049002497
Tier 1,7.63,1,2,0,1,1,0,1,0,54.7,Software Engineer,10.98,3,6,2.4832385926873033
Tier 2,9.15,1,2,0,3,6,1,3,2,73.3,Software Engineer,22.66,2,6,3.1637858585502405
Tier 3,7.09,1,2,1,2,1,0,1,1,39.1,Data Scientist,6.73,1,2,2.0451088625993306
Tier 2,7.78,2,2,0,2,3,1,1,2,52.7,Software Engineer,16.17,2,6,2.843163674909384
Tier 1,5.62,0,2,2,1,1,0,0,1,39.1,Web Developer,4.12,3,7,1.6331544390514163
Tier 3,6.6,0,2,0,2,3,0,0,1,52.8,Software Engineer,5.77,1,6,1.9125010869241836
Tier 3,7.37,0,3,0,0,7,2,1,2,55.7,Data Scientist,16.44,1,2,2.8587664184808337
Tier 2,5.74,1,2,2,1,0,0,0,1,37.1,Web Developer,4.3,2,7,1.667706820558076
Tier 2,5.78,0,2,0,0,6,2,1,1,51.3,Web Developer,5.17,2,7,1.8196988379172965
Tier 1,7.53,2,3,0,1,0,1,1,0,61.7,Data Scientist,16.59,3,2,2.8673305587494666
Tier 2,6.01,0,1,3,2,4,0,1,1,41.7,Data Analyst,6.58,2,1,2.0255131996542803
Tier 3,5.96,0,0,3,0,3,0,0,2,46.7,Web Developer,3.33,1,7,1.4655675420143985
Tier 3,7.9,1,2,0,1,2,1,1,2,56.1,Software Engineer,14.55,1,6,2.744060638625243
Tier 3,5.67,0,3,1,1,2,1,1,0,42.8,Web Developer,6.38,1,7,1.998773638612381
Tier 1,7.57,0,1,0,2,4,1,2,2,52.4,DevOps Engineer,15.27,3,3,2.7893229212309465
Tier 3,7.25,0,1,0,3,1,0,2,1,47.8,Backend Developer,8.62,1,0,2.263844264677615
Tier 1,8.04,2,2,1,1,0,3,0,3,67.1,Data Scientist,24.71,3,2,3.246880021277798
Tier 2,7.26,3,4,0,1,1,0,3,1,51.3,DevOps Engineer,10.49,2,3,2.4414770918606643
Tier 1,4.72,1,0,0,2,1,0,2,0,35.0,Junior Developer,3.74,3,4,1.556037135706985
Tier 2,7.87,1,1,1,1,2,2,1,2,60.1,Data Scientist,16.09,2,2,2.8384934971274993
Tier 3,8.15,1,3,0,3,1,1,1,2,63.8,Data Scientist,16.27,1,2,2.848970892158587
Tier 2,5.98,2,1,0,2,1,0,2,1,46.8,Web Developer,4.17,2,7,1.6428726885203377
Tier 3,7.18,0,3,0,1,2,0,0,2,49.5,Data Analyst,6.53,1,1,2.018895041811802
Tier 2,7.63,1,0,0,0,0,1,0,0,55.6,Software Engineer,13.66,2,6,2.6851226964585053
Tier 3,5.65,1,0,0,1,2,0,0,1,35.5,Web Developer,4.77,1,7,1.7526720805200082
Tier 3,6.1,0,1,1,3,4,1,1,1,52.7,Web Developer,9.83,1,7,2.382320061012899
Tier 2,7.97,0,3,0,2,2,0,3,2,51.0,DevOps Engineer,10.1,2,3,2.4069451083182885
Tier 1,8.19,1,2,0,1,3,2,1,3,74.4,ML Engineer,24.22,3,5,3.2276373305367736
Tier 2,7.25,0,1,0,1,2,1,0,1,62.8,Data Scientist,15.11,2,2,2.779440197188883
Tier 1,6.57,0,4,0,0,1,3,1,1,51.1,Data Scientist,10.25,3,2,2.4203681286504293
Tier 2,7.25,1,4,0,1,2,1,0,0,60.6,Data Scientist,15.88,2,2,2.826129489167811
Tier 3,7.33,1,3,1,2,2,1,1,1,64.5,Data Analyst,13.39,1,1,2.6665335208992764
Tier 2,7.2,0,2,0,1,2,0,1,0,48.3,Data Scientist,10.63,2,2,2.453587966530573
Tier 3,7.49,0,0,1,1,3,2,3,0,63.1,Data Scientist,15.65,1,2,2.8124102164264526
Tier 2,7.53,2,2,0,1,2,0,1,0,54.0,Software Engineer,10.53,2,6,2.4449523342809676
Tier 2,6.75,1,2,0,2,2,1,1,3,50.4,Backend Developer,10.01,2,0,2.3988039507345884
Tier 3,8.35,0,2,1,4,2,1,0,1,61.7,Data Scientist,13.51,1,2,2.6748380668960965
Tier 2,6.01,1,4,1,1,1,1,3,0,44.1,Backend Developer,10.48,2,0,2.4406063908914204
Tier 2,7.72,0,3,1,2,4,0,1,0,55.7,Data Scientist,10.76,2,2,2.464703942470481
Tier 3,7.64,1,1,1,1,2,2,0,1,59.2,ML Engineer,14.13,1,5,2.7166795278002644
Tier 2,7.98,6,4,1,0,3,1,2,2,53.2,Data Scientist,16.1,2,2,2.8390784635086144
Tier 1,7.08,1,4,0,2,3,0,0,4,56.0,Web Developer,6.71,3,7,2.0425181875752383
Tier 1,6.74,0,2,0,1,3,1,2,0,56.1,DevOps Engineer,9.78,3,3,2.377692565480851
Tier 3,6.89,2,1,0,0,3,2,1,2,64.6,ML Engineer,10.0,1,5,2.3978952727983707
Tier 1,7.25,2,4,1,3,3,1,2,1,53.3,Backend Developer,16.36,3,0,2.854168709232204
Tier 3,6.86,0,3,0,0,0,0,2,2,39.8,Web Developer,7.85,1,7,2.180417459019838
Tier 1,8.68,1,1,1,1,2,1,0,0,69.1,Data Scientist,24.37,3,2,3.2335673736111907
Tier 2,8.13,0,1,1,2,1,3,2,1,64.2,Data Scientist,23.84,2,2,3.212455257065278
Tier 2,8.66,2,3,1,1,1,0,2,0,62.2,Software Engineer,10.54,2,6,2.4458192610799534
Tier 2,9.14,0,2,0,4,5,2,3,0,69.3,ML Engineer,30.67,2,5,3.4553698605505483
Tier 2,8.04,2,3,0,4,3,2,2,2,54.4,Data Scientist,24.09,2,2,3.222469360378331
Tier 1,7.76,1,1,0,1,1,2,1,1,60.4,ML Engineer,16.12,3,5,2.840247370713596
Tier 3,6.9,1,0,1,2,0,2,0,3,62.9,Data Scientist,9.36,1,2,2.337952236831337
Tier 2,8.89,0,2,0,2,3,1,3,1,69.3,DevOps Engineer,19.64,2,3,3.027230940613362
Tier 3,7.76,1,1,0,2,3,2,2,0,68.9,ML Engineer,15.46,1,5,2.800933195248924
Tier 3,6.62,1,2,0,2,3,0,2,1,41.1,Software Engineer,7.69,1,6,2.162172939277301
Tier 2,6.92,1,0,0,4,0,1,0,3,54.2,Web Developer,9.9,2,7,2.388762789235098
Tier 3,8.7,2,1,0,2,1,1,3,2,73.2,Backend Developer,17.37,1,0,2.9107188992270343
Tier 1,8.51,1,0,1,0,0,1,2,0,68.2,Data Scientist,24.29,3,2,3.2304090606818736
Tier 2,6.34,0,3,0,3,0,1,1,3,41.4,Web Developer,9.99,2,7,2.39698576841553
Tier 1,7.75,1,1,0,3,2,1,1,2,51.9,Data Analyst,13.02,3,1,2.640484881606444
Tier 1,6.48,1,3,0,3,1,2,1,1,59.4,Software Engineer,10.22,3,6,2.4176979000945504
Tier 3,9.25,2,3,0,0,6,0,1,0,73.1,Data Scientist,10.51,1,2,2.4432162227337915
Tier 2,6.65,1,1,2,1,1,2,2,0,62.4,Data Scientist,10.12,2,2,2.4087452888224363
Tier 2,7.86,3,2,0,2,3,0,1,1,61.9,Software Engineer,10.27,2,6,2.422144328051685
Tier 1,8.7,3,2,1,3,3,0,2,3,61.3,DevOps Engineer,10.76,3,3,2.464703942470481
Tier 2,5.39,1,1,0,1,0,0,1,2,42.1,Junior Developer,4.0,2,4,1.6094379124341003
Tier 1,5.9,0,2,3,3,3,1,0,2,43.1,Web Developer,5.97,3,7,1.9416152247724325
Tier 3,6.61,0,4,0,3,4,0,0,2,52.5,Web Developer,6.19,1,7,1.9726911717329554
Tier 2,5.47,0,4,2,5,3,1,0,0,45.7,Junior Developer,4.62,2,4,1.7263316639055997
Tier 3,7.25,2,0,0,2,2,2,0,2,62.7,Data Scientist,15.32,1,2,2.792391349535961
Tier 1,7.98,0,0,1,2,4,0,3,1,56.5,Data Analyst,10.69,3,1,2.458733775483977
Tier 3,9.92,1,3,0,1,0,0,1,1,63.8,Data Analyst,9.96,1,1,2.3942522815198695
Tier 1,6.29,0,1,1,1,2,1,0,2,41.5,Web Developer,10.08,3,7,2.405141681319138
Tier 3,7.87,1,2,1,0,0,0,1,0,55.8,Software Engineer,7.24,1,6,2.1090003439213802
Tier 2,4.65,2,1,3,1,2,1,1,1,40.2,Junior Developer,4.62,2,4,1.7263316639055997
Tier 1,7.37,1,1,1,2,2,2,0,1,57.2,Data Scientist,15.63,3,2,2.8112082932048366
Tier 2,6.94,0,1,0,4,3,0,0,3,42.4,Web Developer,5.96,2,7,1.9401794743463283
Tier 1,6.12,2,3,0,0,3,0,0,1,53.6,Web Developer,6.83,3,7,2.057962510002712
Tier 2,6.61,1,0,1,1,1,2,1,2,58.6,Data Scientist,10.35,2,2,2.4292177439274116
Tier 2,5.33,0,1,2,0,1,1,2,1,40.5,Junior Developer,4.54,2,4,1.7119945007591924
Tier 3,5.95,1,2,0,2,2,1,1,2,53.2,Web Developer,6.23,1,7,1.9782390361706734
Tier 3,7.54,0,3,0,0,1,1,1,2,55.6,Data Analyst,13.2,1,1,2.653241964607215
Tier 1,6.97,1,1,2,1,2,0,1,1,53.5,Software Engineer,8.11,3,6,2.209372711271867
Tier 2,5.92,2,2,2,0,2,1,1,1,49.0,Web Developer,6.26,2,7,1.9823798288367047
Tier 2,5.93,1,1,2,0,1,1,2,1,49.0,Web Developer,5.85,2,7,1.9242486522741338
Tier 3,7.57,0,0,0,1,4,1,0,1,56.9,Data Scientist,11.19,1,2,2.5006159434931803
Tier 2,6.14,0,4,1,0,3,1,2,0,50.8,Software Engineer,9.65,2,6,2.365559892155434
Tier 3,8.18,0,0,0,0,1,1,2,2,51.9,Software Engineer,13.16,1,6,2.6504210882655737
Tier 2,7.45,1,2,1,1,5,2,2,1,63.5,Data Scientist,16.22,2,2,2.8460714989995846
Tier 3,6.2,0,3,2,0,1,0,3,2,41.4,Software Engineer,7.26,1,6,2.1114245875328868
Tier 3,9.3,0,2,0,2,1,0,3,3,75.5,Web Developer,10.64,1,7,2.454447442303292
Tier 2,6.96,1,2,2,0,3,1,1,0,53.9,DevOps Engineer,10.06,2,3,2.403334996094189
Tier 3,10.0,1,1,1,1,3,0,0,1,64.3,Data Scientist,6.38,1,2,1.998773638612381
Tier 2,7.09,0,3,0,0,2,1,1,2,55.9,Software Engineer,16.0,2,6,2.833213344056216
Tier 2,8.2,1,1,1,1,5,3,3,0,60.6,ML Engineer,23.34,2,5,3.1921210875593813
Tier 3,7.15,1,1,1,1,2,0,1,0,51.7,Data Scientist,6.8,1,2,2.0541237336955462
Tier 1,5.13,0,0,2,1,4,2,1,0,46.5,Junior Developer,4.68,3,4,1.7369512327330598
Tier 2,7.06,3,1,1,1,3,0,2,3,39.3,Data Analyst,10.74,2,1,2.4630018143999504
Tier 3,8.77,1,1,3,2,2,1,2,1,66.8,Data Scientist,17.39,1,2,2.91180703861623
Tier 1,6.68,2,2,2,2,2,1,0,1,50.7,Software Engineer,9.61,3,6,2.3617969526258915
Tier 2,6.83,2,1,2,2,0,2,2,1,48.8,ML Engineer,9.69,2,5,2.3693087250369538
Tier 1,8.81,0,2,0,2,3,1,3,1,73.3,Backend Developer,17.42,3,0,2.913437030827161
Tier 3,8.77,1,3,1,1,0,2,1,3,70.3,Data Scientist,20.43,1,2,3.064791809485486
Tier 2,9.61,1,6,0,1,0,3,2,1,81.9,ML Engineer,31.48,2,5,3.4806245152934774
Tier 2,7.39,2,4,1,3,2,1,2,1,56.8,DevOps Engineer,16.4,2,3,2.856470206220483
Tier 1,6.28,0,1,1,1,1,1,2,2,43.2,Data Analyst,9.87,3,1,2.386006701133118
Tier 3,5.28,1,1,1,2,1,4,0,0,46.7,Junior Developer,4.34,1,4,1.6752256529721035
Tier 1,5.86,1,4,1,0,1,0,2,2,37.8,Web Developer,4.96,3,7,1.7850704810772584
Tier 2,7.97,0,0,0,2,0,2,0,2,71.8,ML Engineer,15.72,2,5,2.8166056076565553
Tier 2,7.19,0,0,0,1,2,0,3,1,47.2,Software Engineer,10.35,2,6,2.4292177439274116
Tier 2,7.58,3,0,0,2,3,0,2,3,49.2,Software Engineer,10.19,2,6,2.4150205223238337
Tier 1,6.55,3,0,3,3,2,3,0,1,54.9,Data Scientist,10.27,3,2,2.422144328051685
Tier 1,6.59,1,1,0,0,2,1,1,2,41.2,Software Engineer,9.86,3,6,2.3850863145057892
Tier 3,8.03,2,2,0,2,7,1,1,0,51.0,Software Engineer,16.55,1,6,2.865053949911875
Tier 1,6.27,0,1,1,2,0,1,2,1,46.5,Software Engineer,10.13,3,6,2.4096441652874536
Tier 1,6.43,0,2,1,0,3,0,2,0,41.0,Software Engineer,7.62,3,6,2.154085084675602
Tier 3,7.69,1,3,0,5,4,0,1,0,64.1,Data Scientist,10.64,1,2,2.454447442303292
Tier 3,5.16,1,0,1,3,1,2,0,1,44.3,Junior Developer,4.44,1,4,1.6937790608678513
Tier 2,6.56,1,4,2,3,0,1,0,4,53.4,Data Analyst,9.95,2,1,2.3933394562625097
Tier 2,6.4,0,3,3,2,4,0,1,0,50.6,Software Engineer,7.94,2,6,2.190535589185423
Tier 2,7.64,1,2,0,1,0,1,2,2,56.7,Software Engineer,16.31,2,6,2.851284369188118
Tier 2,8.39,0,2,0,1,2,0,1,0,57.6,Data Scientist,10.26,2,2,2.421256622711544
Tier 2,8.28,0,3,0,1,3,0,0,1,50.2,Web Developer,5.87,2,7,1.927164106234258
Tier 2,5.92,2,1,0,0,0,1,1,1,53.6,Web Developer,6.0,2,7,1.9459101490553132
Tier 2,6.25,2,3,0,1,1,0,0,1,41.8,Data Analyst,6.16,2,1,1.9685099809725544
Tier 2,8.5,0,2,0,3,3,0,2,1,51.8,DevOps Engineer,10.5,2,3,2.4423470353692043
Tier 2,7.85,0,0,0,1,1,1,0,0,65.9,Data Scientist,14.62,2,2,2.7485521444115397
Tier 2,7.77,1,1,0,0,3,1,1,2,64.3,Web Developer,15.53,2,7,2.805176911832933
Tier 2,8.2,0,2,1,2,1,1,0,0,63.3,Data Scientist,16.23,2,2,2.8466520505398383
Tier 2,8.72,2,4,0,1,3,1,2,0,57.4,Data Scientist,23.33,2,2,3.1917101567954314
Tier 3,5.34,0,1,3,0,0,1,1,1,40.6,Junior Developer,4.68,1,4,1.7369512327330598
Tier 2,5.71,1,2,1,1,2,1,0,3,39.2,Web Developer,5.85,2,7,1.9242486522741338
Tier 3,5.18,0,0,1,0,0,1,0,1,34.5,Junior Developer,4.77,1,4,1.7526720805200082
Tier 2,7.72,1,2,0,4,2,1,0,2,55.8,Software Engineer,16.1,2,6,2.8390784635086144
Tier 2,7.02,0,4,1,4,3,0,0,1,39.0,Data Analyst,6.27,2,1,1.9837562915454279
Tier 3,5.46,0,4,0,1,3,0,2,2,36.8,Junior Developer,3.49,1,4,1.501852701754163
Tier 2,8.5,1,0,1,2,0,1,1,2,68.2,Data Analyst,13.16,2,1,2.6504210882655737
Tier 2,9.62,0,2,0,1,1,2,1,2,67.9,ML Engineer,27.35,2,5,3.3446270301737613
Tier 3,8.28,3,0,0,1,1,1,1,4,63.3,Web Developer,15.58,1,7,2.8081971497071487
Tier 2,5.34,1,0,0,3,2,0,3,1,40.6,Junior Developer,3.5,2,4,1.5040773967762742
Tier 3,6.97,2,1,1,3,4,2,0,2,54.8,ML Engineer,9.98,1,5,2.3960754360813845
Tier 3,9.5,0,4,1,3,3,0,0,1,64.6,Data Analyst,6.68,1,1,2.038619547159581
Tier 3,8.04,1,2,1,2,1,1,0,1,60.0,Data Scientist,12.55,1,2,2.60638654732571
Tier 3,8.07,1,5,1,3,3,1,2,0,60.6,Data Scientist,16.95,1,2,2.8875901149342877
Tier 2,7.61,3,4,3,2,4,0,1,0,49.1,Data Scientist,10.13,2,2,2.4096441652874536
