college_tier,cgpa,internships,projects,backlogs,skills,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa
Tier 3,7.47,1,1,0,"PyTorch, Django, JavaScript, TensorFlow",2,1,1,61.9,ML Engineer,16.42
Tier 2,8.74,0,6,0,Django,0,1,0,51.5,Data Scientist,10.69
Tier 2,7.63,0,0,0,"React, Linux, Git, Node.js, JavaScript",0,2,3,57.0,Web Developer,10.16
Tier 1,7.15,2,4,0,"Machine Learning, DSA, Linux, Git, HTML/CSS",2,0,3,56.7,ML Engineer,16.27
Tier 1,9.19,1,2,0,"Excel, TensorFlow",1,0,1,64.2,Data Scientist,24.59
Tier 1,8.54,0,1,0,DSA,1,0,0,68.4,Software Engineer,21.17
Tier 2,7.41,1,1,0,"JavaScript, Node.js, DSA",1,1,1,54.6,Software Engineer,15.97
Tier 3,8.43,1,3,0,"Docker, React, Git",0,2,1,59.6,Software Engineer,10.52
Tier 2,8.65,0,1,0,"Deep Learning, PyTorch, Node.js, TensorFlow, Git",3,1,1,78.3,ML Engineer,24.15
Tier 2,8.25,1,2,0,"Machine Learning, DSA, Git, Deep Learning, HTML/CSS",3,0,2,60.1,Data Scientist,23.64
Tier 2,6.96,2,2,1,Python,0,1,0,50.6,Software Engineer,7.61
Tier 1,5.62,0,2,1,"SQL, HTML/CSS, Django, React",0,2,2,42.6,Web Developer,5.28
Tier 2,7.12,0,0,0,"DSA, Django, Docker, Linux",1,2,1,55.0,DevOps Engineer,14.77
Tier 2,7.58,3,1,0,"Java, SQL, Docker, Git, JavaScript",0,2,3,52.7,Backend Developer,10.43
Tier 2,8.52,1,3,0,"TensorFlow, Python, Machine Learning",2,1,0,73.0,Data Scientist,23.38
Tier 2,6.89,2,2,2,"Docker, PyTorch, React, Java, Node.js",1,4,0,44.6,Software Engineer,9.95
Tier 3,7.34,0,2,0,"Docker, Django, AWS, Excel",0,3,1,51.4,DevOps Engineer,10.32
Tier 3,6.47,2,0,1,"Docker, Python",0,2,0,39.3,Backend Developer,7.09
Tier 3,8.99,2,1,2,"TensorFlow, AWS",1,1,0,69.4,Data Scientist,17.88
Tier 2,5.84,3,3,0,React,0,1,0,27.0,Web Developer,4.39
Tier 3,6.62,1,6,3,"Docker, PyTorch, Django, HTML/CSS, Deep Learning",2,2,1,49.1,Data Scientist,10.09
Tier 2,7.78,1,2,1,"DSA, Java, HTML/CSS, TensorFlow",2,1,1,59.6,Data Scientist,15.77
Tier 2,8.23,1,3,1,Java,0,1,0,58.9,Software Engineer,9.85
Tier 2,7.05,1,1,0,"Django, PyTorch, Machine Learning, Linux, JavaScript",2,1,2,54.0,ML Engineer,16.21
Tier 2,6.9,0,2,0,"PyTorch, HTML/CSS, Django",1,1,1,60.0,Web Developer,10.26
Tier 2,7.66,0,2,0,Deep Learning,1,0,0,56.3,Data Scientist,14.79
Tier 2,4.93,1,1,1,Java,0,1,0,28.4,Junior Developer,3.36
Tier 2,9.52,2,1,0,"JavaScript, TensorFlow, Git, Java, Node.js, Linux",1,2,3,68.3,Data Scientist,24.1
Tier 3,8.0,0,2,0,Python,0,1,0,55.7,Data Scientist,8.02
Tier 1,8.01,1,0,2,"DSA, Machine Learning, Node.js, AWS, Deep Learning, JavaScript",3,2,1,60.9,ML Engineer,24.55
Tier 2,6.09,3,1,0,"AWS, Django, Python, Node.js",0,4,0,43.8,Software Engineer,8.0
Tier 3,9.02,1,5,0,"Git, Python, Docker, TensorFlow, DSA",2,2,1,71.9,Data Scientist,24.24
Tier 3,5.74,0,3,0,"TensorFlow, HTML/CSS",1,0,1,49.4,Web Developer,5.6
Tier 3,6.09,1,2,4,"Deep Learning, Java, Django, Python",1,3,0,42.6,Software Engineer,9.95
Tier 1,7.54,1,0,0,"Excel, HTML/CSS, React",0,1,2,37.4,Web Developer,10.58
Tier 3,6.15,1,0,0,JavaScript,0,0,1,48.3,Web Developer,5.0
Tier 2,6.92,2,3,1,"Docker, TensorFlow",1,1,0,56.7,DevOps Engineer,10.53
Tier 3,5.63,1,2,1,"Python, PyTorch",1,1,0,44.9,Junior Developer,6.55
Tier 2,6.95,2,0,1,"Node.js, TensorFlow",1,1,0,44.5,Software Engineer,10.05
Tier 1,7.78,1,3,0,"DSA, TensorFlow, Linux, Excel, Git",2,0,3,69.1,Data Scientist,16.18
Tier 2,6.89,0,4,1,"Node.js, TensorFlow",1,1,0,55.9,Software Engineer,9.9
Tier 3,6.89,0,2,0,"DSA, Deep Learning, React",2,1,0,52.0,Data Scientist,10.31
Tier 3,5.91,1,1,1,"Django, HTML/CSS",0,1,1,48.5,Web Developer,4.7
Tier 1,6.4,2,2,2,"Node.js, AWS",0,2,0,42.1,Software Engineer,8.62
Tier 2,8.11,3,2,0,HTML/CSS,0,0,1,51.3,Web Developer,7.0
Tier 3,7.78,2,3,0,"TensorFlow, Node.js, SQL, Git, Docker",1,2,2,61.8,Backend Developer,15.85
Tier 3,6.51,0,1,0,"JavaScript, AWS, React, Linux, HTML/CSS",0,2,3,49.0,Web Developer,7.96
Tier 2,5.1,0,4,0,"Linux, Excel, Docker, HTML/CSS",0,1,3,33.8,Junior Developer,3.53
Tier 2,8.52,1,1,0,"Node.js, Django, Docker, HTML/CSS",0,3,1,52.9,Web Developer,10.09
Tier 3,7.72,3,4,1,JavaScript,0,0,1,48.5,Web Developer,5.99
Tier 2,7.9,0,5,1,"Java, Django, Deep Learning, SQL",1,2,1,57.0,Backend Developer,16.37
Tier 3,7.76,2,2,0,"Node.js, Linux, HTML/CSS, TensorFlow, DSA",2,1,2,64.6,ML Engineer,15.86
Tier 1,6.47,2,1,3,"React, Java, Deep Learning, Linux",1,2,1,46.5,Software Engineer,9.62
Tier 3,6.95,1,4,0,"Excel, DSA, React, Docker, Deep Learning",2,2,1,58.9,ML Engineer,10.04
Tier 1,9.0,3,1,0,"SQL, React, Python, HTML/CSS, Machine Learning, JavaScript",1,2,3,73.5,Web Developer,15.25
Tier 2,6.29,0,1,1,"Git, Java, Linux, JavaScript",0,1,3,42.7,Software Engineer,7.03
Tier 2,7.35,1,0,0,"Docker, Machine Learning, Node.js, SQL",1,2,1,56.9,Backend Developer,15.7
Tier 1,5.59,0,2,2,"SQL, Java",0,1,1,47.8,Web Developer,4.92
Tier 1,7.43,0,1,1,"Python, React, Django",0,3,0,53.3,Software Engineer,10.34
Tier 1,6.72,3,1,2,"Docker, Django",0,2,0,42.3,DevOps Engineer,7.84
Tier 3,5.59,0,7,0,Linux,0,0,1,38.9,Web Developer,4.98
Tier 3,6.43,1,0,0,JavaScript,0,0,1,45.5,Web Developer,5.97
Tier 2,4.81,3,2,1,"Machine Learning, Node.js, AWS",1,2,0,34.5,Junior Developer,4.46
Tier 2,8.81,1,1,1,"Django, TensorFlow, DSA, Excel, AWS, Java",2,3,1,69.3,ML Engineer,24.12
Tier 3,7.99,1,3,0,Deep Learning,1,0,0,59.1,Data Scientist,13.94
Tier 2,6.39,2,3,1,"PyTorch, DSA, Docker",2,1,0,53.3,Software Engineer,10.34
Tier 3,6.94,3,4,0,"Docker, Linux, AWS, TensorFlow, Excel",1,2,2,52.9,DevOps Engineer,9.87
Tier 3,7.4,2,3,0,"Deep Learning, Docker",1,1,0,59.9,Data Scientist,15.18
Tier 3,5.58,2,4,1,"Machine Learning, Node.js, React",1,2,0,45.9,Web Developer,6.28
Tier 1,10.0,1,3,0,"TensorFlow, Python",1,1,0,84.3,Data Scientist,24.56
Tier 2,6.03,1,3,0,"React, Git, Machine Learning, Deep Learning, Docker",2,2,1,52.8,Software Engineer,9.52
Tier 1,6.8,2,4,0,"HTML/CSS, Machine Learning, JavaScript, React",1,1,2,53.1,Web Developer,9.55
Tier 2,7.61,1,3,0,Java,0,1,0,55.0,Software Engineer,10.41
Tier 1,6.09,0,7,3,"Python, Machine Learning, PyTorch, TensorFlow, Deep Learning",4,1,0,61.0,Software Engineer,10.06
Tier 2,5.39,2,1,2,"Deep Learning, HTML/CSS, Node.js, Git",1,1,2,42.6,Junior Developer,4.34
Tier 2,8.3,0,3,0,"Excel, Machine Learning",1,0,1,52.8,Data Scientist,16.46
Tier 2,7.74,0,2,0,SQL,0,0,1,52.6,Data Analyst,6.81
Tier 2,5.48,2,1,0,"Linux, PyTorch",1,0,1,45.0,Junior Developer,4.53
Tier 3,7.56,3,1,0,"Node.js, React, Linux, TensorFlow, HTML/CSS",1,2,2,59.8,Web Developer,15.44
Tier 2,7.89,0,3,1,"Python, JavaScript, SQL, Django, Linux",0,2,3,55.4,Data Analyst,10.49
Tier 3,6.59,1,1,1,"DSA, Excel",1,0,1,45.9,Software Engineer,9.5
Tier 3,7.72,1,4,0,Django,0,1,0,56.3,Data Scientist,9.62
Tier 2,7.53,1,2,1,"Django, Java, Docker, TensorFlow",1,3,0,54.4,Backend Developer,15.69
Tier 1,9.15,0,2,0,"Node.js, Linux, DSA",1,1,1,69.9,Software Engineer,21.67
Tier 1,7.78,0,1,0,React,0,1,0,60.0,Software Engineer,10.42
Tier 3,6.56,0,1,1,"SQL, PyTorch, Docker",1,1,1,52.3,Backend Developer,10.56
Tier 2,6.75,0,2,2,"Linux, SQL",0,0,2,54.5,Data Analyst,5.82
Tier 3,8.15,0,2,0,"Excel, AWS, React",0,2,1,56.2,Software Engineer,10.37
Tier 1,6.39,0,2,0,"DSA, Machine Learning, Node.js, Linux",2,1,1,56.7,Software Engineer,10.16
Tier 2,5.83,0,0,0,Node.js,0,1,0,40.8,Web Developer,4.27
Tier 2,5.66,1,0,2,"DSA, JavaScript, Java, PyTorch",2,1,1,34.6,Web Developer,6.0
Tier 3,7.04,0,3,0,"Linux, Excel",0,0,2,54.4,Data Analyst,6.34
Tier 2,8.09,0,2,0,"Linux, PyTorch",1,0,1,48.2,DevOps Engineer,15.17
Tier 2,6.59,1,5,1,"AWS, Machine Learning",1,1,0,50.6,DevOps Engineer,10.23
Tier 3,9.17,2,0,1,"Deep Learning, Python, Node.js, HTML/CSS, AWS, JavaScript",1,3,2,69.6,Data Scientist,21.2
Tier 3,9.11,1,6,1,Deep Learning,1,0,0,75.5,Data Scientist,18.82
Tier 2,7.13,2,1,0,"Node.js, JavaScript, Django, Linux, Java",0,3,2,53.2,Software Engineer,10.62
Tier 1,5.47,3,2,1,Machine Learning,1,0,0,47.3,Junior Developer,4.67
Tier 3,6.89,1,1,0,HTML/CSS,0,0,1,48.0,Web Developer,6.13
Tier 2,6.69,0,1,2,"Git, PyTorch, Deep Learning, DSA, React",3,1,1,61.5,ML Engineer,9.66
Tier 1,6.7,1,2,0,"Excel, JavaScript",0,0,2,37.0,Web Developer,6.56
Tier 2,7.08,0,1,0,"Django, AWS, TensorFlow, Machine Learning, Deep Learning",3,2,0,61.0,Data Scientist,15.85
Tier 2,7.5,2,0,0,"Excel, PyTorch, React, Python, Git",1,2,2,56.7,Software Engineer,16.63
Tier 3,10.0,0,1,0,"JavaScript, Machine Learning, AWS",1,1,1,76.0,Data Scientist,20.03
Tier 2,8.18,0,2,1,"HTML/CSS, React",0,1,1,59.3,Web Developer,10.72
Tier 2,8.01,1,1,1,Machine Learning,1,0,0,69.0,Data Scientist,15.02
Tier 3,7.88,0,1,0,"Java, React",0,2,0,59.2,Software Engineer,8.9
Tier 2,6.36,1,5,1,"SQL, React",0,1,1,40.8,Software Engineer,7.82
Tier 2,8.61,2,3,0,"Python, Linux, DSA, Docker, Node.js, JavaScript",1,3,2,66.2,Software Engineer,22.53
Tier 1,6.42,1,2,0,"Django, Linux, JavaScript, SQL, Python",0,2,3,49.5,Data Analyst,8.34
Tier 2,7.07,1,2,0,"Git, HTML/CSS, JavaScript, Django, SQL",0,1,4,62.2,Web Developer,10.35
Tier 1,8.79,3,4,0,"Machine Learning, Deep Learning, Java, AWS, Linux",2,2,1,66.9,ML Engineer,24.28
Tier 3,5.04,3,2,0,"Deep Learning, TensorFlow, Excel",2,0,1,44.4,Junior Developer,4.68
Tier 2,6.85,1,2,1,"Machine Learning, Deep Learning, JavaScript, Python",2,1,1,51.0,ML Engineer,10.31
Tier 3,7.65,0,1,0,AWS,0,1,0,55.2,DevOps Engineer,8.29
Tier 1,7.67,2,2,0,DSA,1,0,0,58.3,Software Engineer,15.65
Tier 3,7.16,1,2,1,"Excel, Linux",0,0,2,47.7,Data Analyst,6.06
Tier 3,6.6,0,5,2,"Linux, DSA",1,0,1,45.6,Software Engineer,10.05
Tier 3,8.22,0,0,0,"JavaScript, HTML/CSS, Docker, Java",0,2,2,50.5,Web Developer,8.84
Tier 3,7.55,0,1,0,"Node.js, AWS, Python, Git",0,3,1,47.4,Data Scientist,9.44
Tier 2,8.11,2,1,1,"PyTorch, Docker, Node.js, SQL, Deep Learning, Java",2,3,1,65.6,Data Scientist,24.26
Tier 1,8.24,1,0,0,Deep Learning,1,0,0,67.8,Data Scientist,17.03
Tier 3,8.36,2,0,0,"Java, Node.js, Python",0,3,0,55.6,Software Engineer,10.56
Tier 1,6.9,1,3,0,"Git, JavaScript, Deep Learning",1,0,2,56.0,Web Developer,10.14
Tier 2,8.48,0,1,1,"Java, Node.js, PyTorch",1,2,0,52.3,Software Engineer,16.72
Tier 1,7.07,1,2,0,"Git, JavaScript",0,0,2,48.3,Web Developer,6.74
Tier 1,8.83,1,4,0,"Node.js, Java, AWS",0,3,0,69.3,Software Engineer,10.68
Tier 3,6.94,2,3,4,"PyTorch, DSA",2,0,0,58.5,Data Scientist,9.77
Tier 3,4.75,1,0,0,"Machine Learning, Django, DSA, Linux",2,1,1,44.7,Junior Developer,4.69
Tier 1,5.96,3,3,2,"JavaScript, Git, Django, SQL",0,1,3,38.7,Web Developer,4.47
Tier 1,7.23,2,3,0,"React, HTML/CSS, Deep Learning, Python",1,2,1,57.7,Data Scientist,16.43
Tier 3,6.29,1,2,1,"Django, HTML/CSS, Linux, Excel",0,1,3,44.7,Web Developer,7.01
Tier 2,5.95,0,0,1,"Docker, SQL, JavaScript",0,1,2,52.2,Web Developer,4.5
Tier 3,6.15,0,0,0,"SQL, AWS",0,1,1,39.0,Data Analyst,5.64
Tier 2,7.01,1,0,1,SQL,0,0,1,46.7,Data Analyst,5.89
Tier 2,5.3,0,2,1,"TensorFlow, Linux, PyTorch, Java",2,1,1,35.4,Junior Developer,4.34
Tier 2,5.61,1,5,0,"TensorFlow, Node.js, Python, Java",1,3,0,46.1,Junior Developer,5.89
Tier 3,6.11,1,1,2,"Git, SQL, Linux, Docker, DSA",1,1,3,42.9,Backend Developer,9.85
Tier 1,5.77,0,3,1,"DSA, Linux",1,0,1,45.1,Web Developer,5.77
Tier 2,6.26,2,0,0,"TensorFlow, Git, Java, Django, HTML/CSS",1,2,2,41.4,Software Engineer,9.84
Tier 3,7.26,2,1,0,"HTML/CSS, Django, PyTorch",1,1,1,53.2,Web Developer,14.04
Tier 3,6.62,1,2,3,Git,0,0,1,40.0,Software Engineer,4.47
Tier 3,5.87,2,3,1,HTML/CSS,0,0,1,39.3,Web Developer,4.27
Tier 2,7.61,0,4,2,"TensorFlow, AWS, HTML/CSS, Docker",1,2,1,60.8,DevOps Engineer,16.01
Tier 1,8.78,0,2,1,"Django, Excel, Node.js",0,2,1,65.5,Data Analyst,9.97
Tier 3,4.66,0,0,0,Django,0,1,0,31.4,Junior Developer,3.1
Tier 1,7.28,1,3,0,"JavaScript, TensorFlow, Docker, Git",1,1,2,52.3,Data Scientist,15.67
Tier 2,7.24,0,0,0,"Django, Machine Learning, Docker, HTML/CSS",1,2,1,50.9,Data Scientist,15.2
Tier 1,8.32,4,2,0,"Deep Learning, Machine Learning, SQL, DSA",3,0,1,78.0,ML Engineer,23.78
Tier 1,6.21,1,1,1,"Excel, React, Machine Learning, Django, Git",1,2,2,44.1,Software Engineer,9.81
Tier 3,8.84,3,2,1,"DSA, Java",1,1,0,68.7,Software Engineer,18.99
Tier 1,6.91,0,1,0,AWS,0,1,0,47.8,DevOps Engineer,7.96
Tier 2,7.73,1,2,2,"Docker, Node.js",0,2,0,50.8,DevOps Engineer,10.39
Tier 3,6.94,2,2,2,"DSA, Linux, Machine Learning, Python, HTML/CSS",2,1,2,60.2,ML Engineer,9.98
Tier 1,6.15,1,2,1,"DSA, Linux",1,0,1,49.3,Software Engineer,9.59
Tier 2,7.6,0,0,0,"Linux, SQL, Git, PyTorch",1,0,3,62.3,Data Analyst,13.06
Tier 2,7.53,1,1,2,"PyTorch, AWS",1,1,0,58.4,DevOps Engineer,13.4
Tier 3,7.29,1,3,0,JavaScript,0,0,1,55.5,Web Developer,6.54
Tier 3,6.56,2,0,3,"JavaScript, Git",0,0,2,39.2,Web Developer,4.47
Tier 3,6.86,0,2,0,JavaScript,0,0,1,51.1,Web Developer,5.9
Tier 2,5.41,1,2,1,"Django, TensorFlow, SQL",1,1,1,40.3,Junior Developer,4.65
Tier 2,4.79,3,1,3,"Deep Learning, PyTorch, Django, Docker",2,2,0,38.5,Junior Developer,5.08
Tier 1,5.07,1,0,3,PyTorch,1,0,0,45.3,Junior Developer,4.36
Tier 3,8.31,0,3,2,"PyTorch, Node.js, Django, Machine Learning, HTML/CSS",2,2,1,59.6,ML Engineer,17.77
Tier 2,6.19,0,2,0,"Node.js, Git, TensorFlow, DSA, Linux",2,1,2,45.2,Software Engineer,9.82
Tier 2,7.4,2,4,2,"Git, Node.js, SQL, AWS, Django",0,3,2,47.3,Data Analyst,10.49
Tier 2,5.0,0,0,0,"TensorFlow, Excel, Deep Learning",2,0,1,44.8,Junior Developer,5.24
Tier 3,6.45,0,3,3,"Docker, TensorFlow, HTML/CSS, Excel",1,1,2,44.8,Web Developer,9.82
Tier 3,6.41,2,1,1,"Linux, Deep Learning, Node.js",1,1,1,42.2,Software Engineer,10.54
Tier 3,8.68,0,3,1,Machine Learning,1,0,0,70.8,Data Scientist,15.45
Tier 1,8.44,2,3,1,"Python, React",0,2,0,59.1,Software Engineer,10.18
Tier 2,6.81,0,1,1,"DSA, Linux, Python, PyTorch, TensorFlow",3,1,1,58.9,Data Scientist,10.8
Tier 3,6.24,1,2,0,TensorFlow,1,0,0,45.7,Software Engineer,9.84
Tier 3,7.08,2,1,1,"HTML/CSS, Machine Learning, AWS",1,1,1,50.8,Data Scientist,13.13
Tier 3,7.01,0,1,1,"HTML/CSS, AWS",0,1,1,48.1,Web Developer,6.05
Tier 2,7.33,0,2,0,"AWS, Python, Excel, HTML/CSS",0,2,2,54.8,Data Analyst,10.21
Tier 3,6.87,2,1,1,Node.js,0,1,0,51.5,Software Engineer,7.31
Tier 3,4.84,1,3,0,"Deep Learning, AWS, Excel",1,1,1,40.9,Junior Developer,4.5
Tier 3,7.3,0,5,1,React,0,1,0,57.5,Software Engineer,8.34
Tier 3,5.4,2,2,1,"Node.js, TensorFlow, SQL",1,1,1,44.2,Junior Developer,4.48
Tier 3,8.34,0,1,1,"Deep Learning, Java, HTML/CSS, PyTorch, Docker",2,2,1,60.6,ML Engineer,16.93
Tier 1,4.6,1,3,2,TensorFlow,1,0,0,40.3,Junior Developer,4.78
Tier 1,7.01,1,1,0,"Excel, PyTorch",1,0,1,47.3,Data Analyst,13.21
Tier 2,5.18,0,1,2,"Django, React",0,2,0,34.0,Junior Developer,4.31
Tier 2,8.12,1,1,0,"React, PyTorch",1,1,0,60.9,Software Engineer,16.84
Tier 2,6.54,0,4,3,"Docker, DSA",1,1,0,42.0,Software Engineer,10.12
Tier 3,8.37,1,0,0,"Deep Learning, DSA, Linux, HTML/CSS, React",2,1,2,70.2,Data Scientist,17.53
Tier 1,7.53,1,0,1,"AWS, Git, JavaScript",0,1,2,49.2,Web Developer,10.76
Tier 3,7.24,2,2,1,Excel,0,0,1,50.2,Data Analyst,6.51
Tier 3,6.71,1,0,3,Python,0,1,0,40.3,Software Engineer,4.26
Tier 2,5.76,1,2,2,"PyTorch, Excel, Machine Learning",2,0,1,49.4,Web Developer,5.78
Tier 2,5.63,3,2,0,Git,0,0,1,38.4,Web Developer,4.5
Tier 2,6.96,2,2,0,"AWS, JavaScript, HTML/CSS, Docker",0,2,2,47.0,Web Developer,8.67
Tier 3,5.42,3,4,1,"Java, Deep Learning",1,1,0,43.5,Junior Developer,4.62
Tier 2,5.72,0,0,1,TensorFlow,1,0,0,38.9,Web Developer,5.64
Tier 3,5.17,0,0,0,PyTorch,1,0,0,43.6,Junior Developer,4.48
Tier 2,8.19,1,2,0,"TensorFlow, Docker, Git, Java, Excel, DSA",2,2,2,67.1,Data Scientist,23.85
Tier 3,6.67,0,4,0,"Deep Learning, Python, Git, AWS",1,2,1,51.9,Software Engineer,9.65
Tier 1,7.29,0,1,1,"Excel, Deep Learning",1,0,1,52.6,Data Scientist,14.02
Tier 1,7.78,0,5,0,Deep Learning,1,0,0,57.4,Data Scientist,16.22
Tier 2,6.18,1,2,1,"DSA, Node.js, Machine Learning, Git, Java",2,2,1,64.4,Software Engineer,10.15
Tier 2,7.42,0,4,0,"PyTorch, TensorFlow, Java",2,1,0,67.3,ML Engineer,15.97
Tier 2,8.23,0,3,0,"Node.js, JavaScript, HTML/CSS, Docker, DSA",1,2,2,65.4,Web Developer,15.41
Tier 2,7.05,1,3,0,"React, Git, Deep Learning",1,1,1,58.1,Data Scientist,15.95
Tier 2,5.5,2,2,0,"Python, Excel, Deep Learning",1,1,1,49.5,Junior Developer,5.79
Tier 1,5.64,2,0,3,Excel,0,0,1,36.2,Web Developer,3.39
Tier 3,8.55,0,3,0,JavaScript,0,0,1,61.8,Web Developer,6.26
Tier 3,6.54,0,1,0,"Python, Java",0,2,0,49.0,Software Engineer,7.46
Tier 2,7.28,1,1,0,"PyTorch, AWS, JavaScript",1,1,1,52.5,Web Developer,15.18
Tier 2,9.0,1,7,0,"Docker, Machine Learning, SQL, HTML/CSS, DSA, Java",2,2,2,70.2,Data Scientist,24.18
Tier 2,8.28,1,0,0,Docker,0,1,0,54.3,DevOps Engineer,10.15
Tier 3,8.29,3,2,0,"JavaScript, Python, Django, Java, HTML/CSS, Docker",0,4,2,52.3,Backend Developer,9.92
Tier 3,7.25,2,5,0,"React, Linux, Node.js",0,2,1,55.3,Software Engineer,10.19
Tier 3,5.59,0,1,1,"TensorFlow, AWS",1,1,0,39.0,Web Developer,6.36
Tier 2,7.92,0,2,0,SQL,0,0,1,57.2,Data Analyst,6.47
Tier 2,8.11,0,5,0,"React, Linux, Git, Docker, Python, SQL",0,3,3,55.0,Backend Developer,10.51
Tier 3,6.65,0,0,2,"TensorFlow, Deep Learning, Linux, Docker",2,1,1,53.1,ML Engineer,10.27
Tier 2,8.74,0,1,1,Java,0,1,0,62.2,Software Engineer,10.5
Tier 2,7.83,0,2,2,"AWS, Docker, Excel",0,2,1,54.6,DevOps Engineer,10.3
Tier 3,6.2,1,2,1,Git,0,0,1,48.9,Software Engineer,5.77
Tier 2,5.32,1,2,1,"DSA, Machine Learning",2,0,0,43.9,Junior Developer,4.69
Tier 2,5.76,0,0,1,"HTML/CSS, Django, Node.js, PyTorch",1,2,1,46.3,Web Developer,5.49
Tier 1,4.39,2,3,2,"Linux, Docker, Deep Learning, Machine Learning",2,1,1,39.9,Junior Developer,4.29
Tier 2,6.74,2,2,0,"Docker, PyTorch, Linux, AWS, Deep Learning",2,2,1,56.8,ML Engineer,9.32
Tier 3,5.25,2,5,0,"AWS, SQL, React",0,2,1,36.2,Junior Developer,3.75
Tier 3,10.0,1,1,2,"Deep Learning, Python",1,1,0,77.4,Data Scientist,19.02
Tier 3,7.41,1,1,0,"Django, PyTorch, Python",1,2,0,53.8,Data Scientist,14.18
Tier 2,7.24,2,1,0,"AWS, TensorFlow, DSA",2,1,0,65.1,ML Engineer,15.85
Tier 2,8.39,1,2,0,React,0,1,0,66.0,Software Engineer,10.27
Tier 2,6.82,1,3,0,"DSA, TensorFlow",2,0,0,58.8,Data Scientist,9.6
Tier 1,6.4,2,1,2,"Python, JavaScript, Machine Learning",1,1,1,37.8,Junior Developer,8.64
Tier 2,7.7,2,3,0,HTML/CSS,0,0,1,60.0,Web Developer,6.24
Tier 1,7.08,0,1,1,"TensorFlow, Python, Docker",1,2,0,44.5,Data Scientist,15.71
Tier 2,5.45,0,2,1,"Node.js, TensorFlow",1,1,0,42.1,Junior Developer,4.15
Tier 1,6.03,1,1,1,Java,0,1,0,47.3,Software Engineer,7.41
Tier 3,6.91,1,2,1,"Excel, Linux, Django, Machine Learning",1,1,2,56.2,Data Analyst,9.98
Tier 3,6.93,1,3,1,TensorFlow,1,0,0,52.7,Software Engineer,9.91
Tier 3,4.42,1,2,0,"HTML/CSS, AWS, Git",0,1,2,32.9,Junior Developer,3.32
Tier 3,5.39,0,3,3,"JavaScript, Python, React",0,2,1,39.0,Junior Developer,3.45
Tier 2,9.07,1,1,1,Docker,0,1,0,57.9,DevOps Engineer,10.56
Tier 2,7.15,0,0,0,Python,0,1,0,40.9,Data Scientist,7.35
Tier 3,7.13,2,0,1,"Excel, AWS, JavaScript",0,1,2,49.8,Web Developer,7.53
Tier 2,6.18,3,1,0,Git,0,0,1,47.9,Software Engineer,5.48
Tier 2,5.99,0,2,0,"Docker, Java",0,2,0,50.6,Web Developer,5.11
Tier 3,7.42,1,3,1,Linux,0,0,1,53.0,DevOps Engineer,6.37
Tier 3,7.1,0,2,0,JavaScript,0,0,1,39.0,Web Developer,6.81
Tier 1,7.94,2,1,0,"Excel, Python, HTML/CSS, Machine Learning",1,1,2,53.6,Data Scientist,15.68
Tier 2,7.03,2,5,1,"Linux, Python, Java, AWS, Excel",0,3,2,45.1,Software Engineer,10.85
Tier 2,7.65,1,1,0,"HTML/CSS, JavaScript, DSA, Java",1,1,2,55.0,Software Engineer,16.46
Tier 2,7.1,1,1,0,"Node.js, Linux, Java, DSA",1,2,1,51.5,Software Engineer,16.18
Tier 2,7.26,0,0,0,"Django, DSA, PyTorch",2,1,0,54.8,ML Engineer,16.32
Tier 2,6.29,2,2,0,HTML/CSS,0,0,1,42.3,Web Developer,6.76
Tier 3,6.06,1,1,1,"Docker, JavaScript, Linux",0,1,2,43.6,Web Developer,6.41
Tier 1,7.45,0,2,1,PyTorch,1,0,0,53.6,Data Scientist,14.82
Tier 3,5.85,1,2,1,"React, TensorFlow",1,1,0,50.9,Web Developer,6.14
Tier 3,7.8,1,1,1,"SQL, HTML/CSS, Linux, Excel",0,0,4,56.7,Data Analyst,6.2
Tier 1,8.25,1,2,1,Machine Learning,1,0,0,64.3,Data Scientist,17.62
Tier 2,6.2,0,5,0,Python,0,1,0,41.7,Software Engineer,8.07
Tier 1,4.44,2,0,2,"Django, SQL",0,1,1,33.5,Junior Developer,3.63
Tier 3,4.62,0,1,1,"React, PyTorch, Machine Learning, HTML/CSS",2,1,1,34.3,Junior Developer,4.34
Tier 3,8.05,2,2,1,"Deep Learning, SQL, Machine Learning",2,0,1,69.5,ML Engineer,17.24
Tier 2,8.37,1,3,0,HTML/CSS,0,0,1,60.4,Web Developer,6.55
Tier 1,4.0,1,1,0,"Java, TensorFlow",1,1,0,30.8,Junior Developer,4.06
Tier 3,6.21,1,6,0,"PyTorch, Docker, Linux, TensorFlow",2,1,1,57.6,Backend Developer,10.27
Tier 1,7.16,1,2,2,"SQL, Java",0,1,1,44.9,Backend Developer,10.42
Tier 3,5.94,1,5,3,"Docker, Java, DSA",1,2,0,41.7,Web Developer,5.56
Tier 2,6.19,2,2,1,Node.js,0,1,0,39.9,Software Engineer,7.73
Tier 3,6.85,3,5,0,"Python, SQL, React, Deep Learning, DSA",2,2,1,55.6,Data Scientist,10.33
Tier 2,7.04,0,2,0,"SQL, Python, TensorFlow, Java, JavaScript",1,2,2,54.7,Backend Developer,16.12
Tier 2,5.8,3,4,2,"Deep Learning, Excel",1,0,1,49.2,Web Developer,6.01
